RawText,WikidataID,Class,PredictedClass,ConfidenceScore
State,Q131541,INSTITUTION,,0.0
State Archives,Q6970454,INSTITUTION,,0.0
Archives,Q166118,INSTITUTION,,0.0
State,Q131541,INSTITUTION,,0.0
State Archives,Q6970454,INSTITUTION,,0.0
Archives,Q166118,INSTITUTION,,0.0
State,Q131541,INSTITUTION,,0.0
State Archives,Q6970454,INSTITUTION,,0.0
Archives,Q166118,INSTITUTION,,0.0
years,Q577,PERIOD,,0.0
National,Q204716,INSTITUTION,,0.0
National Archives,Q2122214,INSTITUTION,,0.0
National Archives of Belgium,Q2860528,INSTITUTION,,0.0
Archives,Q166118,INSTITUTION,,0.0
Belgium,Q31,INSTITUTION,,0.0
Joseph,Q145746,INSTITUTION,,0.0
Cuvelier,Q1146615,INSTITUTION,,0.0
repository,Q1334294,INSTITUTION,,0.0
Federal,Q1400086,INSTITUTION,,0.0
Federal Public Service,Q390947,INSTITUTION,,0.0
Federal Public Service Justice,Q1469956,INSTITUTION,,0.0
Public,Q26398,INSTITUTION,,0.0
Public Service,Q11771944,INSTITUTION,,0.0
Service,Q7455660,INSTITUTION,,0.0
Justice,Q5167661,INSTITUTION,,0.0
Brussels,Q240,LOCATION,,0.0
Brussels-Capital,Q240,LOCATION,,0.0
Brussels-Capital Region,Q240,LOCATION,,0.0
Capital,Q5119,LOCATION,,0.0
Capital Region,Q203304,LOCATION,,0.0
Region,Q36784,LOCATION,,0.0
justices,Q16533,INSTITUTION,,0.0
peace,Q454,INSTITUTION,,0.0
police,Q35535,INSTITUTION,,0.0
police tribunals,Q16681115,INSTITUTION,,0.0
tribunals,Q1412224,INSTITUTION,,0.0
Court,Q41487,INSTITUTION,,0.0
Court of Cassation,Q1138599,INSTITUTION,,0.0
Cassation,Q190752,INSTITUTION,,0.0
Federal,Q1400086,INSTITUTION,,0.0
Federal Public Service,Q390947,INSTITUTION,,0.0
Federal Public Service Economy,Q1479660,INSTITUTION,,0.0
Public,Q26398,INSTITUTION,,0.0
Public Service,Q161837,INSTITUTION,,0.0
Service,Q11306283,INSTITUTION,,0.0
Service Economy,Q1221088,INSTITUTION,,0.0
Economy,Q159810,INSTITUTION,,0.0
Ministry,Q425772,INSTITUTION,,0.0
Reconstruction,Q623429,INSTITUTION,,0.0
http,Q8777,WEBSITE,,0.0
search,Q4182287,WEBSITE,,0.0
arch,Q12277,WEBSITE,,0.0
State,Q131541,INSTITUTION,,0.0
State Archives,Q6970454,INSTITUTION,,0.0
Archives,Q166118,INSTITUTION,,0.0
Brexit,Q7888194,EVENT,,0.0
United,Q174769,LOCATION,,0.0
United Kingdom,Q145,LOCATION,,0.0
Kingdom,Q2667814,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
June,Q120,EVENT,,0.0
June 2016,Q23022546,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
EU,Q458,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
Article,Q103184,LEGAL,,0.0
Treaty,Q131569,LEGAL,,0.0
European,Q35572,LEGAL,,0.0
European Union,Q458,LEGAL,,0.0
Union,Q214102,LEGAL,,0.0
EU,Q458,LEGAL,,0.0
EU member,Q185441,LEGAL,,0.0
EU member states,Q185441,LEGAL,,0.0
member,Q486839,LEGAL,,0.0
member states,Q185441,LEGAL,,0.0
states,Q3624078,LEGAL,,0.0
2007,Q2024,PERIOD,,0.0
UK,Q145,LOCATION,,0.0
UE,Q223037,LEGAL,,0.0
law,Q7748,LEGAL,,0.0
Article,Q103184,LEGAL,,0.0
years,Q577,PERIOD,,0.0
Britain,Q145,LOCATION,,0.0
June,Q120,PERIOD,,0.0
June 2016,Q23022546,PERIOD,,0.0
two-year,Q370258,PERIOD,,0.0
year,Q577,PERIOD,,0.0
UK,Q145,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Economic Community,Q52847,INSTITUTION,,0.0
Economic,Q159810,INSTITUTION,,0.0
Economic Community,Q52847,INSTITUTION,,0.0
Community,Q177634,INSTITUTION,,0.0
EEC,Q52847,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
1973,Q2477,PERIOD,,0.0
EEC,Q52847,INSTITUTION,,0.0
1975,Q2479,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
UK,Q145,LOCATION,,0.0
Treaty,Q541191,LEGAL,,0.0
Treaty of Rome,Q167457,LEGAL,,0.0
Rome,Q220,LEGAL,,0.0
EEC,Q52847,INSTITUTION,,0.0
1957,Q5311,PERIOD,,0.0
1963,Q2755,PERIOD,,0.0
1967,Q2648,PERIOD,,0.0
President,Q30461,PERSON,,0.0
President of France,Q191954,PERSON,,0.0
France,Q142,PERSON,,0.0
Charles,Q43274,PERSON,,0.0
Charles de Gaulle,Q2042,PERSON,,0.0
Gaulle,Q17007456,PERSON,,0.0
Britain,Q145,LOCATION,,0.0
Britain,Q145,LOCATION,,0.0
Europe,Q46,LOCATION,,0.0
Britain,Q145,LOCATION,,0.0
European,Q1464982,NATIONAL,,0.0
de Gaulle,Q2042,PERSON,,0.0
Gaulle,Q17007456,PERSON,,0.0
French,Q142,NATIONAL,,0.0
UK,Q145,LOCATION,,0.0
Conservative,Q9626,PERSON,,0.0
Prime,Q7243227,PERSON,,0.0
Prime Minister,Q14212,PERSON,,0.0
Prime Minister Edward Heath,Q128967,PERSON,,0.0
Minister,Q83307,PERSON,,0.0
Edward,Q590227,PERSON,,0.0
Edward Heath,Q128967,PERSON,,0.0
Heath,Q27590,PERSON,,0.0
European,Q1464982,LEGAL,,0.0
European Communities,Q993160,LEGAL,,0.0
European Communities Act,Q14949103,LEGAL,,0.0
European Communities Act 1972,Q14949103,LEGAL,,0.0
Communities,Q177634,LEGAL,,0.0
Act,Q1076579,LEGAL,,0.0
1 January 1973,Q25341246,PERIOD,,0.0
January,Q108,PERIOD,,0.0
United,Q174769,LOCATION,,0.0
United Kingdom,Q145,LOCATION,,0.0
Kingdom,Q2667814,LOCATION,,0.0
EEC,Q52847,INSTITUTION,,0.0
Common,Q286022,INSTITUTION,,0.0
Common Market,Q52847,INSTITUTION,,0.0
Market,Q37654,INSTITUTION,,0.0
Labour,Q9630,ORGANISATION,,0.0
Labour Party,Q9630,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
Harold,Q159597,PERSON,,0.0
Harold Wilson,Q128956,PERSON,,0.0
Wilson,Q34296,PERSON,,0.0
October,Q918508,EVENT,,0.0
October 1974,Q918508,EVENT,,0.0
general,Q83460,EVENT,,0.0
general election,Q1076105,EVENT,,0.0
election,Q40231,EVENT,,0.0
Britain,Q145,LOCATION,,0.0
EEC,Q52847,INSTITUTION,,0.0
EEC,Q52847,INSTITUTION,,0.0
1975,Q2479,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Communities membership referendum,Q3931610,EVENT,,0.0
Kingdom,Q2667814,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Communities,Q993160,EVENT,,0.0
European Communities membership referendum,Q3931610,EVENT,,0.0
Communities,Q177634,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
1975,Q2479,EVENT,,0.0
1975,Q2479,PERIOD,,0.0
United,Q174769,LOCATION,,0.0
United Kingdom,Q145,LOCATION,,0.0
Kingdom,Q2667814,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
EEC,Q52847,INSTITUTION,,0.0
EEC,Q52847,INSTITUTION,,0.0
Labour,Q9630,ORGANISATION,,0.0
Labour party,Q9630,ORGANISATION,,0.0
party,Q7278,ORGANISATION,,0.0
one-day,Q1814174,PERIOD,,0.0
day,Q573,PERIOD,,0.0
April,Q118,PERIOD,,0.0
European,Q1464982,NATIONAL,,0.0
European,Q1464982,NATIONAL,,0.0
Harold,Q159597,PERSON,,0.0
Harold Wilson,Q128956,PERSON,,0.0
Wilson,Q34296,PERSON,,0.0
Cabinet,Q640506,LEGAL,,0.0
Cabinet collective responsibility,Q3489446,LEGAL,,0.0
collective,Q13473501,LEGAL,,0.0
collective responsibility,Q3489446,LEGAL,,0.0
responsibility,Q3427818,LEGAL,,0.0
twenty-three,Q2520596,MEASURE,,0.0
EEC,Q52847,INSTITUTION,,0.0
June,Q120,PERIOD,,0.0
UK,Q145,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Community,Q52847,INSTITUTION,,0.0
Community,Q177634,INSTITUTION,,0.0
Common,Q286022,INSTITUTION,,0.0
Common Market,Q52847,INSTITUTION,,0.0
Market,Q37654,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
Shetland,Q47134,LOCATION,,0.0
Shetland Islands,Q47134,LOCATION,,0.0
Islands,Q23442,LOCATION,,0.0
Outer,Q1288,LOCATION,,0.0
Outer Hebrides,Q80967,LOCATION,,0.0
Hebrides,Q123377,LOCATION,,0.0
United,Q174769,LOCATION,,0.0
United Kingdom,Q145,LOCATION,,0.0
Kingdom,Q2667814,LOCATION,,0.0
EEC,Q52847,INSTITUTION,,0.0
United,Q966577,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Community,Q52847,EVENT,,0.0
Community,Q728553,EVENT,,0.0
Common,Q286022,EVENT,,0.0
Common Market,Q52847,EVENT,,0.0
Market,Q37654,EVENT,,0.0
Membership,Q6815097,EVENT,,0.0
Membership Referendum,Q21812812,EVENT,,0.0
Referendum,Q43109,EVENT,,0.0
1975,Q2479,EVENT,,0.0
Labour,Q9630,ORGANISATION,,0.0
Labour Party,Q9630,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
1983,Q2434,EVENT,,0.0
general,Q83460,EVENT,,0.0
general election,Q1076105,EVENT,,0.0
election,Q40231,EVENT,,0.0
EEC,Q52847,INSTITUTION,,0.0
Conservative,Q9626,PERSON_TYPE,,0.0
Margaret,Q1323632,PERSON_TYPE,,0.0
Margaret Thatcher,Q7416,PERSON_TYPE,,0.0
Thatcher,Q7416,PERSON_TYPE,,0.0
Labour,Q9630,ORGANISATION,,0.0
Labour Party,Q9630,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
Maastricht,Q1309,LEGAL,,0.0
Maastricht Treaty,Q11146,LEGAL,,0.0
Treaty,Q541191,LEGAL,,0.0
EEC,Q52847,INSTITUTION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
November,Q125,PERIOD,,0.0
Referendum,Q43109,ORGANISATION,,0.0
Referendum Party,Q278315,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
1994,Q2067,PERIOD,,0.0
Sir,Q209690,PERSON,,0.0
Sir James,Q20713581,PERSON,,0.0
Sir James Goldsmith,Q3090082,PERSON,,0.0
James,Q1277864,PERSON,,0.0
James Goldsmith,Q3090082,PERSON,,0.0
Goldsmith,Q236236,PERSON,,0.0
1997,Q2088,EVENT,,0.0
general,Q83460,EVENT,,0.0
general election,Q1076105,EVENT,,0.0
election,Q40231,EVENT,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Goldsmith,Q211423,PERSON,,0.0
UK,Q145,ORGANISATION,,0.0
UK Independence,Q10647,ORGANISATION,,0.0
UK Independence Party,Q10647,ORGANISATION,,0.0
Independence,Q37055,ORGANISATION,,0.0
Independence Party,Q218303,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
UKIP,Q10647,ORGANISATION,,0.0
Eurosceptic,Q223200,CONCEPTUAL,,0.0
1993,Q2065,PERIOD,,0.0
UK,Q145,LOCATION,,0.0
2004,Q2014,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European elections,Q1128324,EVENT,,0.0
elections,Q40231,EVENT,,0.0
2009,Q1996,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European elections,Q1128324,EVENT,,0.0
elections,Q40231,EVENT,,0.0
2014,Q1999,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European elections,Q1128324,EVENT,,0.0
elections,Q40231,EVENT,,0.0
1910,Q2075,EVENT,,0.0
general,Q83460,EVENT,,0.0
general election,Q1076105,EVENT,,0.0
election,Q40231,EVENT,,0.0
Labour,Q9630,ORGANISATION,,0.0
Conservative,Q9626,ORGANISATION,,0.0
Conservative parties,Q40041,ORGANISATION,,0.0
parties,Q7278,ORGANISATION,,0.0
2014,Q1999,PERIOD,,0.0
UKIP,Q10647,ORGANISATION,,0.0
Conservative,Q9626,TITLE,,0.0
Conservative MPs,Q9626,TITLE,,0.0
MPs,Q486839,TITLE,,0.0
UKIP,Q10647,ORGANISATION,,0.0
MPs,Q486839,TITLE,,0.0
2015,Q2002,EVENT,,0.0
general,Q83460,EVENT,,0.0
general election,Q1076105,EVENT,,0.0
election,Q40231,EVENT,,0.0
UKIP,Q10647,ORGANISATION,,0.0
2014,Q1999,PERIOD,,0.0
Brexit,Q7888194,EVENT,,0.0
Brexit,Q7888194,EVENT,,0.0
Brexit,Q7888194,EVENT,,0.0
Britain,Q145,LOCATION,,0.0
Grexit,Q1546150,CONCEPT,,0.0
Brexit,Q7888194,EVENT,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Peter,Q33923,PERSON,,0.0
Peter Wilding,Q7177708,PERSON,,0.0
Wilding,Q3546103,PERSON,,0.0
Euractiv,Q1310000,MEDIA,,0.0
2016,Q25245,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
Wikipedia,Q52,WEBSITE,,0.0
2012,Q1990,PERIOD,,0.0
Prime,Q7243227,PERSON,,0.0
Prime Minister,Q14211,PERSON,,0.0
Prime Minister David Cameron,Q192,PERSON,,0.0
Minister,Q83307,PERSON,,0.0
Minister David Cameron,Q192,PERSON,,0.0
David,Q41370,PERSON,,0.0
David Cameron,Q192,PERSON,,0.0
Cameron,Q977296,PERSON,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
BBC,Q9531,MEDIA,,0.0
prime,Q49008,TITLE,,0.0
prime minister,Q14212,TITLE,,0.0
minister,Q1423891,TITLE,,0.0
UK,Q145,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
British,Q145,PERSON_TYPE,,0.0
MPs,Q486839,TITLE,,0.0
UKIP,Q10647,ORGANISATION,,0.0
January,Q108,PERIOD,,0.0
January 2013,Q388682,PERIOD,,0.0
Cameron,Q977296,PERSON,,0.0
Conservative,Q9626,PERSON_TYPE,,0.0
EU,Q458,INSTITUTION,,0.0
end,Q5375780,PERIOD,,0.0
2017,Q25290,PERIOD,,0.0
2015,Q2002,PERIOD,,0.0
Conservative,Q9626,ORGANISATION,,0.0
Conservative Party,Q9626,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
2015,Q2002,EVENT,,0.0
general,Q83460,EVENT,,0.0
general election,Q1076105,EVENT,,0.0
election,Q40231,EVENT,,0.0
European,Q1464982,LEGAL,,0.0
European Union,Q458,LEGAL,,0.0
European Union Referendum Act,Q21187635,LEGAL,,0.0
European Union Referendum Act 2015,Q21187635,LEGAL,,0.0
Union,Q214102,LEGAL,,0.0
Referendum,Q43109,LEGAL,,0.0
Referendum Act,Q21187547,LEGAL,,0.0
Act,Q1076579,LEGAL,,0.0
Parliament,Q11010,INSTITUTION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
Cameron,Q977296,PERSON,,0.0
Conservative,Q9626,TITLE,,0.0
Ministers,Q83307,TITLE,,0.0
MPs,Q486839,TITLE,,0.0
EU,Q458,INSTITUTION,,0.0
cabinet,Q2458227,LEGAL,,0.0
cabinet collective responsibility,Q3489446,LEGAL,,0.0
collective,Q13473501,LEGAL,,0.0
collective responsibility,Q3489446,LEGAL,,0.0
responsibility,Q3427818,LEGAL,,0.0
Cameron,Q977296,PERSON,,0.0
cabinet,Q640506,TITLE,,0.0
cabinet ministers,Q640506,TITLE,,0.0
ministers,Q83307,TITLE,,0.0
EU,Q458,INSTITUTION,,0.0
House,Q23558,INSTITUTION,,0.0
House of Commons,Q11005,INSTITUTION,,0.0
Commons,Q11005,INSTITUTION,,0.0
22 February 2016,Q19756544,PERIOD,,0.0
February,Q109,PERIOD,,0.0
Cameron,Q977296,PERSON,,0.0
23 June 2016,Q21812812,PERIOD,,0.0
June,Q120,PERIOD,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
Article,Q103184,LEGAL,,0.0
Lisbon,Q597,LEGAL,,0.0
Lisbon Treaty,Q52843,LEGAL,,0.0
Treaty,Q541191,LEGAL,,0.0
Cameron,Q977296,PERSON,,0.0
Article,Q103184,LEGAL,,0.0
two-year,Q370258,PERIOD,,0.0
year,Q577,PERIOD,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
EU,Q458,INSTITUTION,,0.0
Vote,Q189760,ORGANISATION,,0.0
Vote Leave,Q22079776,ORGANISATION,,0.0
Leave,Q22079776,ORGANISATION,,0.0
Leave,Q2493418,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
Grassroots,Q929651,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
United,Q174769,LOCATION,,0.0
United Kingdom,Q145,LOCATION,,0.0
Kingdom,Q2667814,LOCATION,,0.0
Commonwealth,Q2578692,ORGANISATION,,0.0
Commonwealth Freedom of Movement Organisation,Q24190853,ORGANISATION,,0.0
Freedom,Q3087323,ORGANISATION,,0.0
Freedom of Movement,Q1344824,ORGANISATION,,0.0
Movement,Q1933604,ORGANISATION,,0.0
Organisation,Q926289,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
Stuart,Q179840,PERSON,,0.0
Stuart Rose,Q2618302,PERSON,,0.0
Rose,Q34687,PERSON,,0.0
Britain,Q145,ORGANISATION,,0.0
Britain Stronger in Europe,Q21091849,ORGANISATION,,0.0
Stronger,Q2018005,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
Remain,Q21091849,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
Conservatives,Q9626,ORGANISATION,,0.0
Labour,Q9630,ORGANISATION,,0.0
Labour in for Britain,Q22079687,ORGANISATION,,0.0
Britain,Q145,ORGANISATION,,0.0
Liberal,Q622441,ORGANISATION,,0.0
Liberal Democrats,Q9624,ORGANISATION,,0.0
Democrats,Q29552,ORGANISATION,,0.0
Greens,Q9669,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
Scientists,Q901,ORGANISATION,,0.0
EU,Q458,ORGANISATION,,0.0
Environmentalists,Q2855609,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
Universities,Q3918,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
morning,Q7722,PERIOD,,0.0
24 June,Q2665,PERIOD,,0.0
June,Q120,PERIOD,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
Leave,Q2493418,ORGANISATION,,0.0
Remain,Q21091849,ORGANISATION,,0.0
UK,Q145,LOCATION,,0.0
Cameron,Q977296,PERSON,,0.0
October,Q124,PERIOD,,0.0
13 July,Q2687,PERIOD,,0.0
July,Q121,PERIOD,,0.0
Theresa,Q7782877,PERSON,,0.0
Theresa May,Q264766,PERSON,,0.0
Prime,Q7243227,TITLE,,0.0
Prime Minister,Q14212,TITLE,,0.0
Minister,Q83307,TITLE,,0.0
George,Q123829,PERSON,,0.0
George Osborne,Q332493,PERSON,,0.0
Osborne,Q565155,PERSON,,0.0
Chancellor,Q61061,TITLE,,0.0
Chancellor of the Exchequer,Q531471,TITLE,,0.0
Exchequer,Q2408803,TITLE,,0.0
Philip,Q34417,PERSON,,0.0
Philip Hammond,Q332987,PERSON,,0.0
Hammond,Q1014071,PERSON,,0.0
Boris,Q893604,PERSON,,0.0
Boris Johnson,Q180589,PERSON,,0.0
Johnson,Q134183,PERSON,,0.0
Secretary,Q5260571,TITLE,,0.0
Secretary of State,Q736559,TITLE,,0.0
Secretary of State for Foreign and Commonwealth Affairs,Q1371091,TITLE,,0.0
State,Q131541,TITLE,,0.0
Foreign,Q358834,TITLE,,0.0
Foreign and Commonwealth,Q358834,TITLE,,0.0
Foreign and Commonwealth Affairs,Q358834,TITLE,,0.0
Commonwealth,Q7785,TITLE,,0.0
Affairs,Q1772698,TITLE,,0.0
David,Q41370,PERSON,,0.0
David Davis,Q300023,PERSON,,0.0
Davis,Q668546,PERSON,,0.0
Secretary,Q80687,TITLE,,0.0
Secretary of State,Q14213,TITLE,,0.0
State,Q131541,TITLE,,0.0
Exiting,Q3487968,TITLE,,0.0
Exiting the European Union,Q25907383,TITLE,,0.0
European,Q1464982,TITLE,,0.0
European Union,Q458,TITLE,,0.0
Union,Q214102,TITLE,,0.0
Labour,Q9630,ORGANISATION,,0.0
Jeremy,Q1786535,PERSON,,0.0
Jeremy Corbyn,Q291169,PERSON,,0.0
Corbyn,Q291169,PERSON,,0.0
4 July,Q2698,PERIOD,,0.0
July,Q121,PERIOD,,0.0
Nigel,Q661284,PERSON,,0.0
Nigel Farage,Q318471,PERSON,,0.0
Farage,Q318471,PERSON,,0.0
head,Q23640,TITLE,,0.0
UKIP,Q10647,TITLE,,0.0
UK,Q145,LOCATION,,0.0
Eurosceptic,Q223200,CONCEPTUAL,,0.0
UK,Q145,LOCATION,,0.0
week,Q23387,PERIOD,,0.0
Brexit,Q7888194,PERIOD,,0.0
EU,Q458,INSTITUTION,,0.0
Europe,Q46,LOCATION,,0.0
Dutch,Q55,NATIONAL,,0.0
Geert,Q1497736,PERSON,,0.0
Geert Wilders,Q105338,PERSON,,0.0
Wilders,Q105338,PERSON,,0.0
Netherlands,Q55,LOCATION,,0.0
Britain,Q145,LOCATION,,0.0
Netherlands,Q55,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
British,Q842438,EVENT,,0.0
British referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
Netherlands,Q55,LOCATION,,0.0
European,Q1464982,NATIONAL,,0.0
Eurosceptic,Q223200,ORGANISATION,,0.0
movements,Q929848,ORGANISATION,,0.0
tens,Q1184629,MEASURE,,0.0
thousands,Q43016,MEASURE,,0.0
EU,Q458,INSTITUTION,,0.0
million,Q38526,MEASURE,,0.0
Parliament,Q11010,INSTITUTION,,0.0
June,Q120,PERIOD,,0.0
David,Q41370,PERSON,,0.0
David Cameron,Q192,PERSON,,0.0
Cameron,Q977296,PERSON,,0.0
Britain,Q145,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
Home Secretary,Q2484309,PERSON,,0.0
Home Secretary Theresa May,Q264766,PERSON,,0.0
Secretary,Q80687,PERSON,,0.0
Theresa,Q237987,PERSON,,0.0
Cameron,Q977296,PERSON,,0.0
Conservative,Q9626,PERSON_TYPE,,0.0
Prime,Q7243227,TITLE,,0.0
Prime Minister,Q14212,TITLE,,0.0
Minister,Q83307,TITLE,,0.0
30 June,Q2657,PERIOD,,0.0
June,Q120,PERIOD,,0.0
EU,Q458,INSTITUTION,,0.0
Brexit,Q7888194,EVENT,,0.0
Brexit,Q7888194,EVENT,,0.0
9 July,Q2690,PERIOD,,0.0
July,Q121,PERIOD,,0.0
EU,Q458,INSTITUTION,,0.0
Commons,Q11005,ORGANISATION,,0.0
Petitions,Q697279,ORGANISATION,,0.0
Petitions Committee,Q5153129,ORGANISATION,,0.0
Committee,Q865588,ORGANISATION,,0.0
September,Q123,PERIOD,,0.0
Article,Q103184,LEGAL,,0.0
