Mention,Class
772 million,MEASURE
Israel,LOCATION
2014,PERIOD
SNCF,BUSINESS
French,NATIONAL
60 million,MEASURE
American Jewish,PERSON_TYPE
Holocaust,EVENT
Germany,LOCATION
100;000,MEASURE
SNCF,BUSINESS
German,NATIONAL
French Jews,PERSON_TYPE
Serge Klarsfeld; president of the organization Sons and Daughters of Jewish Deportees,PERSON
France,LOCATION
Israel,LOCATION
between 1993 and 2009,PERIOD
57 million,MEASURE
anti-semitic,CONCEPTUAL
April 1942,PERIOD
Jews,PERSON_TYPE
Jewish,PERSON_TYPE
chief,TITLE
Aryan,PERSON_TYPE
Jews,PERSON_TYPE
August 1942,PERIOD
Jews,PERSON_TYPE
Jews,PERSON_TYPE
Jews,PERSON_TYPE
from September 1941,PERIOD
Benjamin Arditti,PERSON
Bulgarian Jewry,NATIONAL
1850-1964,PERIOD
Benjamin Arditti,PERSON
Vienna,LOCATION
1897,PERIOD
Sofia,LOCATION
two years,PERIOD
World War II,EVENT
from 1916-1949,PERIOD
Zionist movement in Bulgaria,ORGANISATION
Central Committee of the Zionist Union in Bulgaria,ORGANISATION
1919-1923,PERIOD
five,MEASURE
representative to the World Zionist Congress,TITLE
chairman of the Zionist Organization in Sofia,TITLE
Revisionist movement in Bulgaria,ORGANISATION
chairman,TITLE
from 1925-1935,PERIOD
Arditti,PERSON
Committee for the Rescue of Bulgarian Jewry during World War II,ORGANISATION
Zionist,CONCEPTUAL
aliya to Eretz Israel,CONCEPT
after 1944,PERIOD
Arditti,PERSON
representative of the Revisionists in the Union of Bulgarian Jews,TITLE
1947-1949,PERIOD
aliya to Israel,CONCEPT
Herut party and the Organization of Sephardi Jews in Israel,ORGANISATION
1949,PERIOD
chairman of the Central Committee of the World Sephardi Federation,TITLE
Knesset,INSTITUTION
1930s,PERIOD
Benjamin Arditti,PERSON
Jews of Bulgaria,PERSON_TYPE
two,MEASURE
Israel,LOCATION
Holocaust,EVENT
Jewish,PERSON_TYPE
Zionist movement in Bulgaria,ORGANISATION
Sephardi Jews,PERSON_TYPE
Eretz Israel,LOCATION
Benjamin Arditti,PERSON
Benjamin Arditti,PERSON
Benjamin Arditti,PERSON
Benjamin Arditti,PERSON
Knesset,INSTITUTION
Sephardi Jewish,PERSON_TYPE
Jews in Bulgaria,PERSON_TYPE
until World War II,PERIOD
Zionism,CONCEPT
Zionist movement in Bulgaria,ORGANISATION
Jews of Bulgaria,PERSON_TYPE
World War II,EVENT
Bulgaria,LOCATION
anti-Jewish legislation,LEGAL
anti-Semitic policy,LEGAL
Commissariat for Jewish Affairs activities,INSTITUTION
Jewish,PERSON_TYPE
Bulgaria,LOCATION
aliya,CONCEPT
Eretz Israel,LOCATION
two,MEASURE
Salvador,CREATION
Struma,CREATION
Holocaust of the Jews of Turkey and Macedonia,EVENT
Bulgaria,LOCATION
Rescue of the Jews of Bulgaria,EVENT
aliya,CONCEPT
Bulgaria,LOCATION
Eretz Israel,LOCATION
from the late 19th century until theGreat Aliya; 1948-1949,PERIOD
Arditti,PERSON
Jews of Bulgaria,PERSON_TYPE
before the 1940s,PERIOD
Zionist movement,ORGANISATION
Bulgaria,LOCATION
Jews of Bulgaria; Turkey and Macedonia,PERSON_TYPE
Holocaust,EVENT
United Kingdom European Union membership referendum,EVENT
United Kingdom,LOCATION
EU referendum,EVENT
Brexit referendum,EVENT
Thursday 23 June 2016,PERIOD
UK and Gibraltar,LOCATION
European Union,INSTITUTION
EU,INSTITUTION
51.9%,MEASURE
72%,MEASURE
UK,LOCATION
1992 UK General Election,EVENT
United Kingdom,LOCATION
England and Wales,LOCATION
Scotland and Northern Ireland,LOCATION
Gibraltar,LOCATION
EU,INSTITUTION
several years,PERIOD
British government,INSTITUTION
Article 50 of the Treaty on European Union,LEGAL
EU,INSTITUTION
United Kingdom,LOCATION
European Economic Community (EEC; or Common Market),INSTITUTION
1973,PERIOD
EEC,INSTITUTION
1975,PERIOD
67%,MEASURE
Conservative Party,ORGANISATION
UK Parliament,INSTITUTION
European Union Referendum Act 2015,LEGAL
Britain Stronger in Europe,ORGANISATION
UK,LOCATION
EU,INSTITUTION
Vote Leave,ORGANISATION
British,NATIONAL
European Union,INSTITUTION
Brexit,EVENT
British,NATIONAL
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
UK,LOCATION
billions,MEASURE
EU,INSTITUTION
UK,LOCATION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
UK,LOCATION
European,NATIONAL
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
2 trillion,MEASURE
United States,LOCATION
24 June 2016,PERIOD
3 trillion,MEASURE
US,LOCATION
27 June,PERIOD
US,LOCATION
31,MEASURE
UK,LOCATION
EU,INSTITUTION
Standard & Poor's,BUSINESS
29 June,PERIOD
Prime Minister David Cameron,PERSON
Britain Stronger in Europe,ORGANISATION
HM Government,INSTITUTION
Theresa May,PERSON
13 July,PERIOD
Labour Party,ORGANISATION
EU referendum,EVENT
Scottish Government,INSTITUTION
United Kingdom,LOCATION
EU,INSTITUTION
Scotland,LOCATION
EU,INSTITUTION
Nigel Farage,PERSON
EU,INSTITUTION
UKIP,ORGANISATION
European Communities Act 1972 (UK) and European Union Act 2011,LEGAL
European Economic Community (EEC),INSTITUTION
1957,PERIOD
United Kingdom (UK),LOCATION
1961,PERIOD
France,LOCATION
UK,LOCATION
1973,PERIOD
two years later,PERIOD
67%,MEASURE
Maastricht Treaty,LEGAL
European Union (EU),INSTITUTION
1993,PERIOD
Treaty of Lisbon,LEGAL
EEC,INSTITUTION
2015,PERIOD
David Cameron,PERSON
EU,INSTITUTION
European Parliament election in 2014,EVENT
UK Independence Party (UKIP),ORGANISATION
Conservative Party,ORGANISATION
third,MEASURE
first,MEASURE
Conservatives or Labour,PERSON_TYPE
108 years,PERIOD
European Parliament,INSTITUTION
UKIP,ORGANISATION
British,NATIONAL
European Parliament,INSTITUTION
May 2012 NATO summit meeting,EVENT
British Prime Minister David Cameron; William Hague and Ed Llewellyn,PERSON
European Union,INSTITUTION
Eurosceptic,CONCEPTUAL
Conservative Party,ORGANISATION
January 2013,PERIOD
Cameron,PERSON
Conservative Party,ORGANISATION
2015 general election,EVENT
UK Government,INSTITUTION
British,NATIONAL
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
May 2013,PERIOD
Conservative Party,ORGANISATION
EU Referendum Bill,LEGAL
2015,PERIOD
31 December 2017,PERIOD
Private Member,TITLE
Conservative MP James Wharton,PERSON
First,MEASURE
House of Commons,INSTITUTION
19 June 2013,PERIOD
Cameron,PERSON
Conservative Party,ORGANISATION
UK Governement,INSTITUTION
2015-20 Parliament,INSTITUTION
EU,INSTITUTION
end of December 2017,PERIOD
Secretary of State,TITLE
end of 2016,PERIOD
2015,PERIOD
Parliament,INSTITUTION
Second,MEASURE
5 July 2013,PERIOD
304,MEASURE
Labour MPs,TITLE
Liberal Democrat MPs,TITLE
Commons,INSTITUTION
November 2013,PERIOD
House of Lords,INSTITUTION
December 2013,PERIOD
Conservative MP Bob Neill,PERSON
Alternative Referendum Bill,LEGAL
Commons,INSTITUTION
17 October 2014,PERIOD
Public Bills Committee,ORGANISATION
Commons,INSTITUTION
Dissolution of Parliament on 27 March 2015,EVENT
Ed Miliband,PERSON
between 2010 and 2015,PERIOD
Labour Party,ORGANISATION
UK,LOCATION
EU,INSTITUTION
2015 general election,EVENT
Liberal Democrats,ORGANISATION
EU,INSTITUTION
The UK Independence Party (UKIP); the British National Party (BNP); the Green Party; the Democratic Unionist Party and the Respect Party,ORGANISATION
Conservative Party,ORGANISATION
House of Commons,INSTITUTION
May 2015 general election,EVENT
Cameron,PERSON
UK,LOCATION
EU,INSTITUTION
end of 2017,PERIOD
Britain,LOCATION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
2016,PERIOD
early 2014,PERIOD
Prime Minister David Cameron,PERSON
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
European Court of Human Rights,INSTITUTION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
November that year,PERIOD
Cameron,PERSON
EU,INSTITUTION
Eurozone,INSTITUTION
Eurozone,INSTITUTION
EU,INSTITUTION
Eurozone,INSTITUTION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
UK,LOCATION
four years,PERIOD
February 2016,PERIOD
United Kingdom,LOCATION
European Union,INSTITUTION
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
four years,PERIOD
European Council,INSTITUTION
UK,LOCATION
EU,INSTITUTION
Cameron,PERSON
EU,INSTITUTION
EU,INSTITUTION
European Council,INSTITUTION
Eurozone,INSTITUTION
two,MEASURE
third,MEASURE
Union,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
David Cameron,PERSON
UK,LOCATION
first four years,PERIOD
seven years,PERIOD
Brexit referendum,EVENT
UK,LOCATION
EU,INSTITUTION
Cameron,PERSON
Brexit,EVENT
European,NATIONAL
Financial Times,MEDIA
EU,INSTITUTION
Angela Merkel,PERSON
German Parliament,INSTITUTION
European,NATIONAL
Great Britain,LOCATION
United Kingdom and Gibraltar,LOCATION
two,MEASURE
first,MEASURE
European Union Referendum Act 2015,LEGAL
Parliament of the United Kingdom,INSTITUTION
Royal Assent,LEGAL
17 December 2015,PERIOD
second,MEASURE
European Union (Referendum) Act 2016,LEGAL
Gibraltar Parliament ,INSTITUTION
Gibraltar,LOCATION
Royal Assent,LEGAL
28 January 2016,PERIOD
Queen 's Speech on 27 May 2015,EVENT
Cameron,PERSON
October 2016,PERIOD
European Union Referendum Act 2015,LEGAL
House of Commons,INSTITUTION
following day,PERIOD
three weeks after the election,PERIOD
second,MEASURE
9 June,PERIOD
House of Commons,INSTITUTION
544,MEASURE
53,MEASURE
Scottish National Party,ORGANISATION
Labour Party,ORGANISATION
2015 general election,EVENT
Miliband,PERSON
Labour,ORGANISATION
Harriet Harman,PERSON
EU,INSTITUTION
2017,PERIOD
June,PERIOD
First Ministers of Northern Ireland; Scotland; and Wales,TITLE
Cameron,PERSON
June,PERIOD
previous month,PERIOD
a year,PERIOD
2015 General Election,EVENT
Westminster,LOCATION
Fixed Term parliament Act,LEGAL
Cameron,PERSON
February 2016,PERIOD
Cameron,PERSON
UK,LOCATION
EU,INSTITUTION
23 June,PERIOD
Parliament,INSTITUTION
European Union Referendum Act 2015,LEGAL
22 February,PERIOD
UK Government,INSTITUTION
Cabinet collective responsibility,LEGAL
European Union Referendum Act 2015,LEGAL
British; Irish,PERSON_TYPE
Commonwealth,INSTITUTION
18,MEASURE
UK or Gibraltar,LOCATION
British,PERSON_TYPE
UK,LOCATION
last 15 years,PERIOD
midnight on 7 June 2016,PERIOD
48 hours,PERIOD
7 June,PERIOD
Leave campaign,ORGANISATION
Conservative MP Sir Gerald Howarth,PERSON
Remain,ORGANISATION
Remain,ORGANISATION
46.5 million,MEASURE
Crown dependencies of the Isle of Man; Jersey and Guernsey,LOCATION
EU,INSTITUTION
Gibraltar,LOCATION
EU,INSTITUTION
European Union,INSTITUTION
three,MEASURE
EU,INSTITUTION
Algeria,LOCATION
1962; independence from France,EVENT
Greenland,LOCATION
1985,PERIOD
Saint Barthélemy,LOCATION
2012,PERIOD
two,MEASURE
Overseas Countries and Territories of the European Union,LOCATION
Article 49A of the Treaty of Lisbon,LEGAL
1 December 2009,PERIOD
first,MEASURE
EU,INSTITUTION
Union,INSTITUTION
European Council,INSTITUTION
European Council,INSTITUTION
Union,INSTITUTION
Union,INSTITUTION
Article 218 (3) of the Treaty on the Functioning of the European Union,LEGAL
Union,INSTITUTION
Council,INSTITUTION
European Parliament,INSTITUTION
two years,PERIOD
European Council,INSTITUTION
The Guardian,MEDIA
Article 50,LEGAL
article 50,LEGAL
Brussels; Berlin or Paris,LOCATION
article 50,LEGAL
EU,INSTITUTION
Brexit,EVENT
European Union,INSTITUTION
Kenneth Armstrong; professor of European law at Cambridge University,PERSON
article 50,LEGAL
British government,INSTITUTION
European council,INSTITUTION
EU,INSTITUTION
Reuters,MEDIA
EU,INSTITUTION
EU,INSTITUTION
Scotland Act 1998,LEGAL
Scottish Parliament,INSTITUTION
EU,INSTITUTION
Scotland,LOCATION
Scottish Parliament,INSTITUTION
UK,LOCATION
EU,INSTITUTION
Scotland Act 1998,LEGAL
UK Parliament,INSTITUTION
Scottish Parliament,INSTITUTION
Leave,ORGANISATION
26 June 2016,PERIOD
First Minister Nicola Sturgeon,PERSON
Scottish Parliament,INSTITUTION
UK,LOCATION
EU,INSTITUTION
1998 Act,LEGAL
Section 28 (7) of the Act,LEGAL
Parliament of the United Kingdom,INSTITUTION
Scotland,LOCATION
Electoral Commission,ORGANISATION
September 2015,PERIOD
third,MEASURE
May 2016,PERIOD
United Kingdom,LOCATION
European Union,INSTITUTION
European Union,INSTITUTION
European Union,INSTITUTION
European Union,INSTITUTION
United Kingdom European Union membership referendum; 2016,EVENT
Britain Stronger in Europe,ORGANISATION
London,LOCATION
June 2016,PERIOD
Leave and Remain campaigns,ORGANISATION
Pimlico; London,LOCATION
As of October 2015,PERIOD
Britain,LOCATION
Britain Stronger in Europe,ORGANISATION
two,MEASURE
Leave,ORGANISATION
EU,INSTITUTION
UKIP,ORGANISATION
Nigel Farage,PERSON
Vote Leave,ORGANISATION
Conservative Party Eurosceptics,PERSON_TYPE
Electoral Commission,ORGANISATION
13 April 2016,PERIOD
Vote Leave,ORGANISATION
7m,MEASURE
600;000,MEASURE
Leave,ORGANISATION
EU,INSTITUTION
Grassroots Out,ORGANISATION
UK government,INSTITUTION
April,PERIOD
16 June,PERIOD
19 June,PERIOD
killing of MP Jo Cox,EVENT
HM Government,INSTITUTION
England,LOCATION
11 April,PERIOD
Scotland; Wales and Northern Ireland,LOCATION
5 May,PERIOD
UK,LOCATION
EU,INSTITUTION
85%,MEASURE
9.3 million,MEASURE
16 May,PERIOD
Electoral Commission,ORGANISATION
UK and Gibraltar,LOCATION
eight,MEASURE
Britain Stronger in Europe,ORGANISATION
Vote Leave,ORGANISATION
Westminster,LOCATION
European,NATIONAL
Britain First; the British National Party (BNP); Éirígí; Respect Party; Trade Unionist and Socialist Coalition (TUSC); SDP; Liberal Party; and Independence from Europe,ORGANISATION
EU,INSTITUTION
Scottish Socialist Party (SSP),ORGANISATION
EU,INSTITUTION
Women's Equality Party (WE),ORGANISATION
Gibraltar Parliament,INSTITUTION
Remain,ORGANISATION
Gibraltar Social Democrats (GSD); the Gibraltar Socialist Labour Party (GSLP); and the Liberal Party of Gibraltar,ORGANISATION
Conservative Party MPs,TITLE
Labour MPs,TITLE
Labour; Conservative; Liberal Democrat; UKIP; and Green,ORGANISATION
Cabinet ministers,TITLE
backbench MPs,TITLE
United Kingdom European Union membership referendum 2016,EVENT
The Cabinet of the United Kingdom,INSTITUTION
Prime Minister,TITLE
February,PERIOD
23,MEASURE
30,MEASURE
Cabinet ministers,TITLE
UK,LOCATION
EU,INSTITUTION
Iain Duncan Smith,PERSON
19 March,PERIOD
Stephen Crabb,PERSON
Crabb,PERSON
Secretary of State for Wales,TITLE
Alun Cairns,PERSON
25,MEASURE
United Kingdom European Union membership referendum,EVENT
UK,LOCATION
UK,LOCATION
EU,INSTITUTION
Shell; BT and Vodafone,BUSINESS
Britain,LOCATION
EU,INSTITUTION
British Bankers' Association,ORGANISATION
RBS,BUSINESS
HSBC,BUSINESS
JP Morgan and Deutsche Bank,BUSINESS
Brexit,EVENT
Goldman Sachs,BUSINESS
City of London,LOCATION
City of London,LOCATION
European,NATIONAL
February 2016,PERIOD
36,MEASURE
FTSE 100,CONCEPT
Shell; BAE Systems; BT and Rio Tinto,BUSINESS
EU,INSTITUTION
60%,MEASURE
Institute of Directorsand,ORGANISATION
EEF,ORGANISATION
UK,LOCATION
Sainsbury's,BUSINESS
Richard Branson,PERSON
UK,LOCATION
EU,INSTITUTION
Alan Sugar,PERSON
June 2016,PERIOD
James Dyson,PERSON
Dyson company,BUSINESS
British,NATIONAL
Britain,LOCATION
100 billion,MEASURE
EU,INSTITUTION
Treasury,INSTITUTION
EU,INSTITUTION
Dyson,PERSON
28,MEASURE
EU,INSTITUTION
Rolls-Royce,BUSINESS
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
half,MEASURE
UK,LOCATION
1%,MEASURE
UK,LOCATION
Two,MEASURE
Ford and BMW,BUSINESS
2013,PERIOD
Brexit,EVENT
2015,PERIOD
Reuters,MEDIA
UK,LOCATION
EU,INSTITUTION
CEO of Vauxhall,TITLE
Brexit,EVENT
Toyota CEO Akio Toyoda,PERSON
Britain,LOCATION
EU,INSTITUTION
Toyota,BUSINESS
Britain,LOCATION
UK,LOCATION
Boris Johnson,PERSON
UK,LOCATION
seven-year,MEASURE
HSBC,BUSINESS
Daragh Maher; head of HSBC,PERSON
Brexit,EVENT
European,NATIONAL
Brexit,EVENT
June 2016,PERIOD
Leave campaign,ORGANISATION
10,MEASURE
one per cent,MEASURE
UK,LOCATION
April,PERIOD
11.2%,MEASURE
1998,PERIOD
US,LOCATION
Eurozone,INSTITUTION
China,LOCATION
January and February 2016,PERIOD
FTSE 100,CONCEPT
1.5%,MEASURE
16 days,PERIOD
14 June,PERIOD
Brexit,EVENT
FTSE 100,CONCEPT
2%;,MEASURE
98 billion,MEASURE
Remain,ORGANISATION
FTSE,CONCEPT
2016,PERIOD
FTSE 100,CONCEPT
2016,PERIOD
1.5018,MEASURE
Remain campaign,ORGANISATION
Sunderland,LOCATION
1.3777,MEASURE
since 1985,PERIOD
following Monday,PERIOD
1.32,MEASURE
London Stock Exchange,BUSINESS
morning of 24 June,PERIOD
FTSE 100,CONCEPT
6338.10,MEASURE
5806.13,MEASURE
first ten minutes,PERIOD
6091.27,MEASURE
90 minutes,PERIOD
6162.97,MEASURE
end of the day,PERIOD
Following Monday,PERIOD
FTSE 100,CONCEPT
over 2%,MEASURE
mid-afternoon,PERIOD
Friday after the referendum,PERIOD
US Dow Jones Industrial Average,CONCEPT
450,MEASURE
2½%,MEASURE
half an hour,PERIOD
Associated Press,MEDIA
mid afternoon on 27 June 2016,PERIOD
31,MEASURE
11%,MEASURE
two,MEASURE
FTSE 100,CONCEPT
85 billion,MEASURE
29 June,PERIOD
European,NATIONAL
Czech prime minister Bohuslav Sobotka,PERSON
Czech Republic,LOCATION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
Former Czech President Václav Klaus,PERSON
Britain,LOCATION
EU,INSTITUTION
dissolution of Czechoslovakia,EVENT
Marine Le Pen,PERSON
French Front national,ORGANISATION
Brexit,EVENT
fall of the Berlin Wall,EVENT
Brexit,EVENT
European,NATIONAL
France,LOCATION
59%,MEASURE
French,PERSON_TYPE
Britain,LOCATION
EU,INSTITUTION
Polish President Andrzej Duda,PERSON
UK,LOCATION
EU,INSTITUTION
Moldovan Prime Minister Pavel Filip,PERSON
Moldova,LOCATION
UK,LOCATION
British,NATIONAL
UK,LOCATION
EU,INSTITUTION
Spanish foreign minister José García-Margallo,PERSON
Spain,LOCATION
Gibraltar,LOCATION
British,NATIONAL
EU,INSTITUTION
Margallo,PERSON
Gibraltar,LOCATION
Britain,LOCATION
EU,INSTITUTION
Dutch,NATIONAL
Geert Wilders,PERSON
Netherlands,LOCATION
Britain,NATIONAL
1940s,PERIOD
Britain,LOCATION
Europe,LOCATION
Brussels,LOCATION
11 June 2016,PERIOD
Swedish foreign minister Margot Wallstrom,PERSON
Britain,LOCATION
EU,INSTITUTION
EU,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
European,NATIONAL
International Monetary Fund,INSTITUTION
February 2016,PERIOD
Christine Lagarde; the managing director of the International Monetary Fund,PERSON
British,NATIONAL
Leave,ORGANISATION
Priti Patel,PERSON
IMF,INSTITUTION
UK,LOCATION
IMF,INSTITUTION
United States,LOCATION
October 2015,PERIOD
United States Trade Representative Michael Froman,PERSON
United States,LOCATION
FTA,ACRONYM
Britain,LOCATION
EU,INSTITUTION
The Guardian,MEDIA
Britain,LOCATION
FTA,ACRONYM
October 2015,PERIOD
United States Ambassador to the United Kingdom Matthew Barzun,PERSON
UK,LOCATION
NATO,INSTITUTION
EU,INSTITUTION
British,PERSON_TYPE
US,LOCATION
April 2016,PERIOD
eight,MEASURE
former US Secretaries of the Treasury,TITLE
Democratic and Republican presidents,TITLE
Britain,LOCATION
EU,INSTITUTION
July 2015,PERIOD
President Barack Obama,PERSON
US,LOCATION
UK,LOCATION
EU,INSTITUTION
Obama,PERSON
UK,LOCATION
EU,INSTITUTION
after World War II,PERIOD
United Kingdom,LOCATION
Obama,PERSON
Republican Senator Ted Cruz,PERSON
British,NATIONAL
president,TITLE
Britain,LOCATION
America,LOCATION
Brexit,EVENT
Republican,PERSON_TYPE
Donald Trump,PERSON
Britain,LOCATION
Democratic,PERSON_TYPE
Hillary Clinton,PERSON
Britain,LOCATION
EU,INSTITUTION
October 2015,PERIOD
Chinese President Xi Jinping,PERSON
Britain,LOCATION
EU,INSTITUTION
China,LOCATION
Europe,LOCATION
EU,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
China,LOCATION
EU,INSTITUTION
Chinese,NATIONAL
People's Republic,LOCATION
EU,INSTITUTION
American,NATIONAL
EU,INSTITUTION
Britain,LOCATION
United States,LOCATION
February 2016,PERIOD
finance ministers,TITLE
G20,ORGANISATION
EU,INSTITUTION
May 2016,PERIOD
Australian Prime Minister Malcolm Turnbull,PERSON
Australia,LOCATION
UK,LOCATION
EU,INSTITUTION
British,PERSON_TYPE
Britain and Australia,LOCATION
Indonesian president Joko Widodo,PERSON
European,NATIONAL
Brexit,EVENT
Sri Lankan Prime Minister Ranil Wickremesinghe,PERSON
Brexit,EVENT
Russian President Vladimir Putin,PERSON
UK,LOCATION
Maria Zakharova,PERSON
Russian foreign ministry,TITLE
Russia,LOCATION
Brexit,EVENT
November 2015,PERIOD
Governor of the Bank of England Mark Carney,PERSON
Bank of England,INSTITUTION
UK,LOCATION
British,PERSON_TYPE
EU,INSTITUTION
March 2016,PERIOD
Carney,PERSON
MPs,TITLE
EU,INSTITUTION
UK,LOCATION
European Monetary Union,INSTITUTION
UK,LOCATION
May 2016,PERIOD
Carney,PERSON
UK,LOCATION
EU,INSTITUTION
Iain Duncan Smith,PERSON
Carney,PERSON
December 2015,PERIOD
Bank of England,INSTITUTION
10 percent,MEASURE
2 percent,MEASURE
March 2016,PERIOD
Nobel prize,AWARD
Joseph Stiglitz,PERSON
UK,LOCATION
EU,INSTITUTION
Transatlantic Trade and Investment Partnership (TTIP),LEGAL
Stiglitz,PERSON
TTIP,LEGAL
asbestos,SUBSTANCE
tobacco,PLANT
German,NATIONAL
Clemens Fuest,PERSON
liberal,CONCEPTUAL
EU,INSTITUTION
UK; the Netherlands; the Czech Republic; Sweden; Denmark; Ireland; Slovakia; Finland; Estonia; Latvia; and  Lithuania,LOCATION
32%,MEASURE
European Council,INSTITUTION
dirigiste; protectionist,CONCEPTUAL
France,LOCATION
Germany,LOCATION
French,NATIONAL
dirigiste,CONCEPTUAL
British,NATIONAL
German,NATIONAL
liberal,CONCEPTUAL
Germany,LOCATION
Britain,LOCATION
dirigiste France,LOCATION
Britain,LOCATION
liberal,CONCEPTUAL
French,NATIONAL
EU,INSTITUTION
dirigiste,CONCEPTUAL
Berlin,LOCATION
Institute for Fiscal Studies,INSTITUTION
May 2016,PERIOD
Institute for Fiscal Studies,INSTITUTION
EU,INSTITUTION
two more years,PERIOD
20 billion to £40 billion,MEASURE
head of the IFS; Paul Johnson,PERSON
UK,LOCATION
EU,INSTITUTION
Centre for Economics and Business Research,INSTITUTION
June 2016,PERIOD
Centre for Economics and Business Research,INSTITUTION
800;000,MEASURE
Britain,LOCATION
World Trade Organisation (WTO),INSTITUTION
Europe,LOCATION
Brexiteers Boris Johnson; Michael Gove and Nigel Farage,PERSON
Britain,LOCATION
EU,INSTITUTION
WTO,INSTITUTION
10 per cent,MEASURE
75 per cent,MEASURE
tobacco,PLANT
22 per cent,MEASURE
12 per cent,MEASURE
Oxford Economics,BUSINESS
Law Society of England and Wales,ORGANISATION
Brexit,EVENT
UK,LOCATION
2030,PERIOD
Law Society,ORGANISATION
Brexit,EVENT
EU,INSTITUTION
UK,LOCATION
World Pensions Forum director M. Nicolas Firzi,PERSON
Brexit,EVENT
EU,INSTITUTION
English,NATIONAL
British Parliament,INSTITUTION
tens,MEASURE
EU,INSTITUTION
Brussels,LOCATION
transposition,CONCEPT
EU commissars,TITLE
English,NATIONAL
UK,LOCATION
late May 2016,PERIOD
57%,MEASURE
EU,INSTITUTION
NHS,INSTITUTION
Simon Stevens; head of NHS England,PERSON
May 2016,PERIOD
Brexit,EVENT
British,NATIONAL
NHS,INSTITUTION
Three-quarters,MEASURE
NHS,INSTITUTION
EU,INSTITUTION
NHS,INSTITUTION
eight out of 10,MEASURE
EU,INSTITUTION
April 2016,PERIOD
200,MEASURE
NHS,INSTITUTION
Britain,LOCATION
European Union,INSTITUTION
UK,LOCATION
Charity Commission for England and Wales,INSTITUTION
EU,INSTITUTION
Simon Wessely; head of psychological medicine at the Institute of Psychiatry; King's College London,PERSON
7 March 2016,PERIOD
Cameron,PERSON
remain campaign,ORGANISATION
June 2016,PERIOD
UK,LOCATION
92%,MEASURE
EU,INSTITUTION
EU's Common Fisheries Policy,LEGAL
three-quarters,MEASURE
93%,MEASURE
EU,INSTITUTION
May 2016,PERIOD
300,MEASURE
The Guardian,MEDIA
Britain,LOCATION
EU,INSTITUTION
Britain,LOCATION
Europe,LOCATION
Britain,LOCATION
Europe,LOCATION
David Cameron,PERSON
EU,INSTITUTION
British,NATIONAL
Institute of Economic Affairs (IEA),INSTITUTION
July 2013,PERIOD
UK,LOCATION
European Union,INSTITUTION
2015 general election,EVENT
Iain Mansfield,PERSON
Cambridge,INSTITUTION
UKTI,INSTITUTION
A Blueprint for Britain: Openness not Isolation,CREATION
Mansfield,PERSON
United Kingdom European Union membership referendum,EVENT
2010,PERIOD
British,PERSON_TYPE
EU,INSTITUTION
November 2012,PERIOD
56%,MEASURE
30%,MEASURE
June 2015,PERIOD
Britain,LOCATION
EU,INSTITUTION
43%,MEASURE
36%,MEASURE
20;000,MEASURE
March 2014,PERIOD
41%,MEASURE
41%,MEASURE
18%,MEASURE
Britain,LOCATION
EU,INSTITUTION
UK Government,INSTITUTION
British,NATIONAL
more than 50%,MEASURE
Britain,LOCATION
EU,INSTITUTION
February 2016,PERIOD
YouGov,BUSINESS
euroscepticism,CONCEPT
EU,INSTITUTION
euroscepticism,CONCEPT
Tory,CONCEPTUAL
Scotland; Wales,LOCATION
English urban areas,LOCATION
EU,INSTITUTION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
United Kingdom European Union membership referendum; 2016,EVENT
BBC,MEDIA
Leave campaign,ORGANISATION
EU,INSTITUTION
EU,INSTITUTION
millions,MEASURE
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
United Kingdom,LOCATION
EU,INSTITUTION
EU,INSTITUTION
United Kingdom,LOCATION
EU,INSTITUTION
four,MEASURE
EU,INSTITUTION
EU,INSTITUTION
UK,LOCATION
Office for Budget Responsibility,INSTITUTION
Leave campaign,ORGANISATION
British,NATIONAL
Office for National Statistics,INSTITUTION
2015,PERIOD
333;000,MEASURE
second,MEASURE
David Cameron,PERSON
tens of thousands,MEASURE
EU,INSTITUTION
184;000,MEASURE
77;000,MEASURE
EU,INSTITUTION
Britain,LOCATION
Rowena Mason,PERSON
The Guardian,MEDIA
UK,LOCATION
Britons,PERSON_TYPE
The Times,MEDIA
Philip Collins,PERSON
European Union,INSTITUTION
